[perf] running scenario 1/1: editor_fold_recompute
[perf]  9548.13 ms total |    11.93 ms | TextViewport::Undo
[perf]  9571.82 ms total |    11.86 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9571.84 ms total |    11.88 ms | TextViewport::Undo
[perf]  9595.59 ms total |    11.85 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9595.61 ms total |    11.87 ms | TextViewport::Undo
[perf]  9619.36 ms total |    11.89 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9619.39 ms total |    11.91 ms | TextViewport::Undo
[perf]  9643.12 ms total |    11.86 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9643.14 ms total |    11.88 ms | TextViewport::Undo
[perf]  9666.90 ms total |    11.89 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9666.92 ms total |    11.90 ms | TextViewport::Undo
[perf]  9690.64 ms total |    11.86 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9690.65 ms total |    11.87 ms | TextViewport::Undo
[perf]  9714.47 ms total |    11.96 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9714.48 ms total |    11.97 ms | TextViewport::Undo
[perf]  9738.28 ms total |    11.90 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9738.30 ms total |    11.91 ms | TextViewport::Undo
[perf]  9762.15 ms total |    11.89 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9762.18 ms total |    11.92 ms | TextViewport::Undo
[perf]  9785.94 ms total |    11.90 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9785.96 ms total |    11.91 ms | TextViewport::Undo
[perf]  9809.72 ms total |    11.89 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9809.74 ms total |    11.91 ms | TextViewport::Undo
[perf]  9833.54 ms total |    11.92 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9833.55 ms total |    11.93 ms | TextViewport::Undo
[perf]  9857.43 ms total |    11.94 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9857.45 ms total |    11.96 ms | TextViewport::Undo
[perf]  9881.30 ms total |    11.93 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9881.32 ms total |    11.95 ms | TextViewport::Undo
[perf]  9905.07 ms total |    11.87 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9905.08 ms total |    11.88 ms | TextViewport::Undo
[perf]  9928.92 ms total |    11.92 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9928.93 ms total |    11.94 ms | TextViewport::Undo
[perf]  9952.82 ms total |    11.90 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9952.84 ms total |    11.92 ms | TextViewport::Undo
[perf]  9976.69 ms total |    11.95 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9976.71 ms total |    11.97 ms | TextViewport::Undo
[perf] 10000.56 ms total |    11.94 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10000.58 ms total |    11.96 ms | TextViewport::Undo
[perf] 10024.29 ms total |    11.86 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10024.30 ms total |    11.87 ms | TextViewport::Undo
[perf] 10048.09 ms total |    11.94 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10048.11 ms total |    11.95 ms | TextViewport::Undo
[perf] 10071.86 ms total |    11.87 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10071.88 ms total |    11.88 ms | TextViewport::Undo
[perf] 10095.65 ms total |    11.88 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10095.67 ms total |    11.90 ms | TextViewport::Undo
[perf] 10119.45 ms total |    11.90 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10119.46 ms total |    11.91 ms | TextViewport::Undo
[perf] 10143.24 ms total |    11.89 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10143.25 ms total |    11.90 ms | TextViewport::Undo
[perf] 10167.05 ms total |    11.89 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10167.06 ms total |    11.91 ms | TextViewport::Undo
[perf] 10190.88 ms total |    11.90 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10190.89 ms total |    11.92 ms | TextViewport::Undo
[perf] 10214.67 ms total |    11.92 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10214.68 ms total |    11.94 ms | TextViewport::Undo
[perf] 10238.44 ms total |    11.89 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10238.45 ms total |    11.91 ms | TextViewport::Undo
[perf] 10262.33 ms total |    11.86 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10262.34 ms total |    11.87 ms | TextViewport::Undo
[perf] 10286.14 ms total |    11.90 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10286.15 ms total |    11.92 ms | TextViewport::Undo
[perf] 10309.93 ms total |    11.90 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10309.94 ms total |    11.92 ms | TextViewport::Undo
[perf] 10333.65 ms total |    11.82 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10333.67 ms total |    11.84 ms | TextViewport::Undo
[perf] 10357.51 ms total |    11.89 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10357.53 ms total |    11.90 ms | TextViewport::Undo
[perf] 10381.33 ms total |    11.92 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10381.34 ms total |    11.94 ms | TextViewport::Undo
[perf] 10405.08 ms total |    11.86 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10405.09 ms total |    11.87 ms | TextViewport::Undo
[perf] 10429.04 ms total |    12.01 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10429.05 ms total |    12.02 ms | TextViewport::Undo
[perf] 10453.03 ms total |    11.99 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10453.07 ms total |    12.03 ms | TextViewport::Undo
[perf] 10477.11 ms total |    11.95 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10477.12 ms total |    11.96 ms | TextViewport::Undo
[perf] 10501.05 ms total |    12.01 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10501.07 ms total |    12.03 ms | TextViewport::Undo
[perf] 10524.81 ms total |    11.88 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10524.83 ms total |    11.89 ms | TextViewport::Undo
[perf] 10548.58 ms total |    11.85 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10548.59 ms total |    11.87 ms | TextViewport::Undo
[perf] 10572.39 ms total |    11.90 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10572.41 ms total |    11.91 ms | TextViewport::Undo
[perf] 10596.15 ms total |    11.88 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10596.16 ms total |    11.89 ms | TextViewport::Undo
[perf] 10619.88 ms total |    11.84 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10619.90 ms total |    11.87 ms | TextViewport::Undo
[perf] 10643.67 ms total |    11.86 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10643.69 ms total |    11.87 ms | TextViewport::Undo
[perf] 10667.46 ms total |    11.91 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10667.47 ms total |    11.92 ms | TextViewport::Undo
[perf] 10691.37 ms total |    11.94 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10691.39 ms total |    11.96 ms | TextViewport::Undo
[perf] 10715.37 ms total |    11.89 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10715.39 ms total |    11.90 ms | TextViewport::Undo
[perf] 10739.02 ms total |    11.75 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10739.03 ms total |    11.77 ms | TextViewport::Undo
[perf] 10762.78 ms total |    11.90 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10762.79 ms total |    11.91 ms | TextViewport::Undo
[perf] 10786.54 ms total |    11.85 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10786.55 ms total |    11.87 ms | TextViewport::Undo
[perf] 10810.28 ms total |    11.84 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10810.29 ms total |    11.85 ms | TextViewport::Undo
[perf] 10834.04 ms total |    11.93 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10834.05 ms total |    11.94 ms | TextViewport::Undo
[perf] 10857.59 ms total |    11.69 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10857.60 ms total |    11.71 ms | TextViewport::Undo
[perf] 10881.36 ms total |    11.88 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10881.38 ms total |    11.90 ms | TextViewport::Undo
[perf] 10905.14 ms total |    11.89 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10905.16 ms total |    11.90 ms | TextViewport::Undo
[perf] 10928.87 ms total |    11.85 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10928.88 ms total |    11.87 ms | TextViewport::Undo
[perf] 10952.63 ms total |    11.86 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10952.64 ms total |    11.88 ms | TextViewport::Undo
[perf] 10976.42 ms total |    11.88 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 10976.43 ms total |    11.89 ms | TextViewport::Undo
[perf] 11000.17 ms total |    11.87 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 11000.18 ms total |    11.88 ms | TextViewport::Undo
[perf] 11023.86 ms total |    11.85 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 11023.88 ms total |    11.87 ms | TextViewport::Undo
[perf] 11047.60 ms total |    11.86 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 11047.62 ms total |    11.88 ms | TextViewport::Undo
[perf] 11071.37 ms total |    11.87 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 11071.38 ms total |    11.89 ms | TextViewport::Undo
[perf] 11095.15 ms total |    11.88 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 11095.16 ms total |    11.89 ms | TextViewport::Undo
[perf] 11119.07 ms total |    12.02 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 11119.08 ms total |    12.03 ms | TextViewport::Undo
[perf] 11142.82 ms total |    11.89 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 11142.84 ms total |    11.91 ms | TextViewport::Undo
[perf] 11166.62 ms total |    11.90 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 11166.64 ms total |    11.92 ms | TextViewport::Undo
[perf] 11190.41 ms total |    11.86 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 11190.43 ms total |    11.88 ms | TextViewport::Undo
[perf] 11214.34 ms total |    11.94 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 11214.36 ms total |    11.96 ms | TextViewport::Undo
[perf] 11238.16 ms total |    11.93 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 11238.17 ms total |    11.94 ms | TextViewport::Undo
[perf] 11262.03 ms total |    11.90 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 11262.05 ms total |    11.92 ms | TextViewport::Undo
[perf] 11285.88 ms total |    11.89 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 11285.89 ms total |    11.91 ms | TextViewport::Undo
[perf] 11420.36 ms total |   134.16 ms |   EditorViewRenderer::Render
[perf] 11420.61 ms total |   134.48 ms | WorkspaceRootView::Render
[perf] 11433.45 ms total |     6.54 ms |   ProjectCatalogCoordinator::PersistInactiveEntriesForShutdown::Entry(index=7,root=/home/gef/Documents/projects/microide/tests/perf/fixtures/switch_project_b)
[perf] 11433.47 ms total |     6.56 ms | ProjectCatalogCoordinator::PersistInactiveEntriesForShutdown
[perf] running scenario 4/4: editor_surround_multi_caret
[perf] 11482.00 ms total |    27.76 ms |                   TextViewport::OpenFile(path=/home/gef/Documents/projects/microide/tests/perf/fixtures/editor_essentials_50k_cpp/synthetic_kernel.cpp)
[perf] 11482.03 ms total |    27.78 ms |                 TabCoordinator::RestoreEditorView::OpenFile
[perf] 11491.15 ms total |    36.92 ms |               TabCoordinator::RestoreEditorView
[perf] 11491.18 ms total |    36.94 ms |             TabCoordinator::EnsureEditorTabLoaded
[perf] 11492.05 ms total |    37.82 ms |           TabCoordinator::Activate(index=16,path=/home/gef/Documents/projects/microide/tests/perf/fixtures/editor_essentials_50k_cpp/synthetic_kernel.cpp)
[perf] 11492.08 ms total |    37.85 ms |         WorkspaceShell::InitializeCurrentProject::ActivateCurrentTabAfterStateLoad
[perf] 11492.33 ms total |    40.13 ms |       WorkspaceShell::InitializeCurrentProject
[perf] 11492.33 ms total |    40.13 ms |     ProjectCatalogService::ActivateProjectState::InitializeCurrentProject
[perf] 11492.33 ms total |    40.13 ms |   ProjectCatalogService::ActivateProjectState(root=/home/gef/Documents/projects/microide/tests/perf/fixtures/switch_project_b)
[perf] 11492.34 ms total |    40.13 ms | ProjectCatalogCoordinator::Activate
[perf] scenario=editor_surround_multi_caret iteration=1/1
[perf] 11516.70 ms total |    24.29 ms |   TextViewport::OpenFile(path=/home/gef/Documents/projects/microide/tests/perf/fixtures/editor_essentials_50k_cpp/synthetic_kernel.cpp)
[perf] 11526.27 ms total |    33.89 ms | TabCoordinator::OpenFileInNewTab(path=/home/gef/Documents/projects/microide/tests/perf/fixtures/editor_essentials_50k_cpp/synthetic_kernel.cpp)
[perf] 12444.04 ms total |   916.71 ms | WorkspaceRootView::Render
[perf] 12456.82 ms total |     7.91 ms |         TextViewport::EnsureHighlightCheckpoint::ReplayToCheckpoint
[perf] 12456.84 ms total |     7.93 ms |       TextViewport::EnsureHighlightCheckpoint
[perf] 12456.91 ms total |     8.00 ms |     TextViewport::HighlightStateBeforeLine
[perf] 12456.91 ms total |     8.00 ms |   TextViewport::HighlightedLineTokens::CacheMiss
[perf] 12456.91 ms total |     8.00 ms | TextViewport::HighlightedLineTokens
[perf] 12555.88 ms total |    13.60 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf] 12556.34 ms total |    14.07 ms | TextViewport::Undo
[perf] 13878.54 ms total |  1322.02 ms | WorkspaceRootView::Render
[perf] 13895.44 ms total |     7.61 ms |   ProjectCatalogCoordinator::PersistInactiveEntriesForShutdown::Entry(index=7,root=/home/gef/Documents/projects/microide/tests/perf/fixtures/switch_project_b)
[perf] 13895.46 ms total |     7.63 ms | ProjectCatalogCoordinator::PersistInactiveEntriesForShutdown
