[perf] running scenario 1/1: editor_fold_recompute
[perf]  6003.97 ms total |    11.67 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6003.98 ms total |    11.69 ms | WorkspaceEventDispatcher::Handle
[perf]  6015.59 ms total |    11.61 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6015.61 ms total |    11.63 ms | TextViewport::Undo
[perf]  6027.35 ms total |    11.73 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6027.36 ms total |    11.75 ms | WorkspaceEventDispatcher::Handle
[perf]  6039.01 ms total |    11.64 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6039.02 ms total |    11.66 ms | TextViewport::Undo
[perf]  6050.75 ms total |    11.71 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6050.77 ms total |    11.74 ms | WorkspaceEventDispatcher::Handle
[perf]  6062.44 ms total |    11.67 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6062.45 ms total |    11.68 ms | TextViewport::Undo
[perf]  6074.13 ms total |    11.67 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6074.14 ms total |    11.69 ms | WorkspaceEventDispatcher::Handle
[perf]  6085.83 ms total |    11.69 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6085.86 ms total |    11.71 ms | TextViewport::Undo
[perf]  6097.76 ms total |    11.89 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6097.78 ms total |    11.92 ms | WorkspaceEventDispatcher::Handle
[perf]  6109.40 ms total |    11.62 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6109.41 ms total |    11.63 ms | TextViewport::Undo
[perf]  6121.11 ms total |    11.69 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6121.13 ms total |    11.71 ms | WorkspaceEventDispatcher::Handle
[perf]  6132.76 ms total |    11.63 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6132.77 ms total |    11.64 ms | TextViewport::Undo
[perf]  6144.41 ms total |    11.63 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6144.42 ms total |    11.65 ms | WorkspaceEventDispatcher::Handle
[perf]  6156.10 ms total |    11.68 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6156.12 ms total |    11.70 ms | TextViewport::Undo
[perf]  6167.82 ms total |    11.69 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6167.83 ms total |    11.71 ms | WorkspaceEventDispatcher::Handle
[perf]  6179.46 ms total |    11.63 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6179.47 ms total |    11.64 ms | TextViewport::Undo
[perf]  6191.20 ms total |    11.71 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6191.21 ms total |    11.74 ms | WorkspaceEventDispatcher::Handle
[perf]  6202.71 ms total |    11.49 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6202.73 ms total |    11.50 ms | TextViewport::Undo
[perf]  6214.40 ms total |    11.67 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6214.41 ms total |    11.68 ms | WorkspaceEventDispatcher::Handle
[perf]  6226.09 ms total |    11.67 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6226.10 ms total |    11.69 ms | TextViewport::Undo
[perf]  6237.77 ms total |    11.66 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6237.78 ms total |    11.68 ms | WorkspaceEventDispatcher::Handle
[perf]  6249.43 ms total |    11.64 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6249.44 ms total |    11.65 ms | TextViewport::Undo
[perf]  6261.15 ms total |    11.70 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6261.17 ms total |    11.72 ms | WorkspaceEventDispatcher::Handle
[perf]  6272.76 ms total |    11.59 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6272.77 ms total |    11.60 ms | TextViewport::Undo
[perf]  6284.46 ms total |    11.68 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6284.47 ms total |    11.70 ms | WorkspaceEventDispatcher::Handle
[perf]  6296.24 ms total |    11.76 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6296.25 ms total |    11.78 ms | TextViewport::Undo
[perf]  6307.94 ms total |    11.68 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6307.95 ms total |    11.69 ms | WorkspaceEventDispatcher::Handle
[perf]  6319.60 ms total |    11.65 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6319.62 ms total |    11.67 ms | TextViewport::Undo
[perf]  6331.33 ms total |    11.69 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6331.34 ms total |    11.72 ms | WorkspaceEventDispatcher::Handle
[perf]  6342.97 ms total |    11.63 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6342.99 ms total |    11.64 ms | TextViewport::Undo
[perf]  6354.73 ms total |    11.74 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6354.74 ms total |    11.76 ms | WorkspaceEventDispatcher::Handle
[perf]  6366.42 ms total |    11.67 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6366.43 ms total |    11.68 ms | TextViewport::Undo
[perf]  6378.09 ms total |    11.65 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6378.10 ms total |    11.66 ms | WorkspaceEventDispatcher::Handle
[perf]  6389.74 ms total |    11.64 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6389.76 ms total |    11.66 ms | TextViewport::Undo
[perf]  6401.52 ms total |    11.75 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6401.54 ms total |    11.78 ms | WorkspaceEventDispatcher::Handle
[perf]  6413.20 ms total |    11.66 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6413.21 ms total |    11.67 ms | TextViewport::Undo
[perf]  6424.98 ms total |    11.76 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6424.99 ms total |    11.78 ms | WorkspaceEventDispatcher::Handle
[perf]  6436.69 ms total |    11.69 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6436.70 ms total |    11.70 ms | TextViewport::Undo
[perf]  6448.39 ms total |    11.68 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6448.40 ms total |    11.70 ms | WorkspaceEventDispatcher::Handle
[perf]  6460.13 ms total |    11.73 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6460.14 ms total |    11.74 ms | TextViewport::Undo
[perf]  6471.92 ms total |    11.76 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6471.93 ms total |    11.78 ms | WorkspaceEventDispatcher::Handle
[perf]  6483.62 ms total |    11.69 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6483.63 ms total |    11.70 ms | TextViewport::Undo
[perf]  6495.41 ms total |    11.77 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6495.42 ms total |    11.79 ms | WorkspaceEventDispatcher::Handle
[perf]  6507.10 ms total |    11.68 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6507.11 ms total |    11.69 ms | TextViewport::Undo
[perf]  6518.81 ms total |    11.68 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6518.82 ms total |    11.70 ms | WorkspaceEventDispatcher::Handle
[perf]  6530.54 ms total |    11.71 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6530.55 ms total |    11.72 ms | TextViewport::Undo
[perf]  6542.27 ms total |    11.71 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6542.28 ms total |    11.72 ms | WorkspaceEventDispatcher::Handle
[perf]  6554.00 ms total |    11.72 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6554.01 ms total |    11.73 ms | TextViewport::Undo
[perf]  6565.84 ms total |    11.81 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6565.85 ms total |    11.84 ms | WorkspaceEventDispatcher::Handle
[perf]  6577.51 ms total |    11.66 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6577.53 ms total |    11.67 ms | TextViewport::Undo
[perf]  6589.31 ms total |    11.78 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6589.32 ms total |    11.79 ms | WorkspaceEventDispatcher::Handle
[perf]  6601.03 ms total |    11.71 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6601.04 ms total |    11.72 ms | TextViewport::Undo
[perf]  6612.74 ms total |    11.69 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6612.75 ms total |    11.70 ms | WorkspaceEventDispatcher::Handle
[perf]  6624.47 ms total |    11.72 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6624.48 ms total |    11.73 ms | TextViewport::Undo
[perf]  6636.19 ms total |    11.70 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6636.20 ms total |    11.72 ms | WorkspaceEventDispatcher::Handle
[perf]  6647.86 ms total |    11.66 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6647.87 ms total |    11.67 ms | TextViewport::Undo
[perf]  6659.64 ms total |    11.76 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6659.65 ms total |    11.78 ms | WorkspaceEventDispatcher::Handle
[perf]  6671.33 ms total |    11.67 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6671.34 ms total |    11.68 ms | TextViewport::Undo
[perf]  6683.10 ms total |    11.75 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6683.11 ms total |    11.77 ms | WorkspaceEventDispatcher::Handle
[perf]  6694.78 ms total |    11.66 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6694.79 ms total |    11.68 ms | TextViewport::Undo
[perf]  6706.58 ms total |    11.78 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6706.59 ms total |    11.80 ms | WorkspaceEventDispatcher::Handle
[perf]  6718.28 ms total |    11.69 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6718.29 ms total |    11.70 ms | TextViewport::Undo
[perf]  6730.03 ms total |    11.73 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6730.04 ms total |    11.75 ms | WorkspaceEventDispatcher::Handle
[perf]  6741.69 ms total |    11.65 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6741.70 ms total |    11.66 ms | TextViewport::Undo
[perf]  6753.40 ms total |    11.69 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6753.41 ms total |    11.71 ms | WorkspaceEventDispatcher::Handle
[perf]  6765.13 ms total |    11.72 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6765.15 ms total |    11.73 ms | TextViewport::Undo
[perf]  6776.85 ms total |    11.69 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6776.86 ms total |    11.71 ms | WorkspaceEventDispatcher::Handle
[perf]  6788.58 ms total |    11.71 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6788.59 ms total |    11.72 ms | TextViewport::Undo
[perf]  6800.31 ms total |    11.71 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6800.32 ms total |    11.73 ms | WorkspaceEventDispatcher::Handle
[perf]  6811.99 ms total |    11.67 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6812.00 ms total |    11.68 ms | TextViewport::Undo
[perf]  6823.75 ms total |    11.74 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6823.76 ms total |    11.76 ms | WorkspaceEventDispatcher::Handle
[perf]  6835.49 ms total |    11.72 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6835.51 ms total |    11.75 ms | TextViewport::Undo
[perf]  6847.22 ms total |    11.69 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6847.23 ms total |    11.71 ms | WorkspaceEventDispatcher::Handle
[perf]  6858.97 ms total |    11.74 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6858.99 ms total |    11.76 ms | TextViewport::Undo
[perf]  6870.61 ms total |    11.62 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6870.63 ms total |    11.64 ms | WorkspaceEventDispatcher::Handle
[perf]  6882.37 ms total |    11.74 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6882.39 ms total |    11.76 ms | TextViewport::Undo
[perf]  6894.15 ms total |    11.75 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6894.16 ms total |    11.77 ms | WorkspaceEventDispatcher::Handle
[perf]  6905.97 ms total |    11.80 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6905.98 ms total |    11.81 ms | TextViewport::Undo
[perf]  6917.74 ms total |    11.75 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6917.75 ms total |    11.77 ms | WorkspaceEventDispatcher::Handle
[perf]  6929.46 ms total |    11.71 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6929.47 ms total |    11.72 ms | TextViewport::Undo
[perf]  6941.24 ms total |    11.76 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6941.25 ms total |    11.78 ms | WorkspaceEventDispatcher::Handle
[perf]  6952.94 ms total |    11.69 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6952.95 ms total |    11.70 ms | TextViewport::Undo
[perf]  6964.69 ms total |    11.73 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6964.70 ms total |    11.75 ms | WorkspaceEventDispatcher::Handle
[perf]  6976.37 ms total |    11.66 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6976.38 ms total |    11.68 ms | TextViewport::Undo
[perf]  6988.21 ms total |    11.82 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  6988.22 ms total |    11.83 ms | WorkspaceEventDispatcher::Handle
[perf]  6999.79 ms total |    11.57 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  6999.80 ms total |    11.58 ms | TextViewport::Undo
[perf]  7011.46 ms total |    11.65 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  7011.47 ms total |    11.66 ms | WorkspaceEventDispatcher::Handle
[perf]  7023.14 ms total |    11.67 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  7023.15 ms total |    11.68 ms | TextViewport::Undo
[perf]  7034.89 ms total |    11.73 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  7034.90 ms total |    11.75 ms | WorkspaceEventDispatcher::Handle
[perf]  7046.67 ms total |    11.76 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  7046.68 ms total |    11.78 ms | TextViewport::Undo
[perf]  7058.45 ms total |    11.77 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  7058.46 ms total |    11.78 ms | WorkspaceEventDispatcher::Handle
[perf]  7070.18 ms total |    11.72 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  7070.20 ms total |    11.73 ms | TextViewport::Undo
[perf]  7082.02 ms total |    11.81 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  7082.03 ms total |    11.83 ms | WorkspaceEventDispatcher::Handle
[perf]  7093.72 ms total |    11.68 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  7093.73 ms total |    11.70 ms | TextViewport::Undo
[perf]  7105.54 ms total |    11.80 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  7105.55 ms total |    11.82 ms | WorkspaceEventDispatcher::Handle
[perf]  7117.26 ms total |    11.71 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  7117.27 ms total |    11.72 ms | TextViewport::Undo
[perf]  7128.99 ms total |    11.70 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  7129.00 ms total |    11.72 ms | WorkspaceEventDispatcher::Handle
[perf]  7140.75 ms total |    11.75 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  7140.77 ms total |    11.77 ms | TextViewport::Undo
[perf]  7152.54 ms total |    11.76 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  7152.56 ms total |    11.79 ms | WorkspaceEventDispatcher::Handle
[perf]  7164.12 ms total |    11.56 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  7164.13 ms total |    11.57 ms | TextViewport::Undo
[perf]  7175.77 ms total |    11.63 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  7175.78 ms total |    11.65 ms | WorkspaceEventDispatcher::Handle
[perf]  7187.55 ms total |    11.76 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  7187.56 ms total |    11.77 ms | TextViewport::Undo
[perf]  7199.33 ms total |    11.76 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  7199.34 ms total |    11.78 ms | WorkspaceEventDispatcher::Handle
[perf]  7211.11 ms total |    11.76 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  7211.12 ms total |    11.77 ms | TextViewport::Undo
[perf]  7222.89 ms total |    11.76 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  7222.90 ms total |    11.78 ms | WorkspaceEventDispatcher::Handle
[perf]  7234.60 ms total |    11.70 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  7234.61 ms total |    11.71 ms | TextViewport::Undo
[perf]  7246.52 ms total |    11.90 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  7246.53 ms total |    11.91 ms | WorkspaceEventDispatcher::Handle
[perf]  7259.28 ms total |    12.75 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  7259.30 ms total |    12.77 ms | TextViewport::Undo
[perf]  7271.19 ms total |    11.88 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  7271.21 ms total |    11.91 ms | WorkspaceEventDispatcher::Handle
[perf]  7283.08 ms total |    11.86 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  7283.09 ms total |    11.88 ms | TextViewport::Undo
[perf]  7294.75 ms total |    11.64 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  7294.76 ms total |    11.66 ms | WorkspaceEventDispatcher::Handle
[perf]  7306.66 ms total |    11.89 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  7306.67 ms total |    11.91 ms | TextViewport::Undo
[perf]  7318.57 ms total |    11.89 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  7318.58 ms total |    11.91 ms | WorkspaceEventDispatcher::Handle
[perf]  7330.34 ms total |    11.76 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  7330.35 ms total |    11.77 ms | TextViewport::Undo
[perf]  7342.29 ms total |    11.93 ms |   WorkspaceEventDispatcher::Handle::TextInput
[perf]  7342.31 ms total |    11.95 ms | WorkspaceEventDispatcher::Handle
[perf]  7354.18 ms total |    11.87 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  7354.20 ms total |    11.88 ms | TextViewport::Undo
[perf]  7381.55 ms total |    27.10 ms | WorkspaceRootView::Render
[perf] running scenario 3/3: editor_smart_indent_typing
[perf]  7466.14 ms total |    26.91 ms |                   TextViewport::OpenFile(path=/home/gef/Documents/projects/microide/tests/perf/fixtures/editor_essentials_50k_cpp/synthetic_kernel.cpp)
[perf]  7466.17 ms total |    26.94 ms |                 TabCoordinator::RestoreEditorView::OpenFile
[perf]  7475.32 ms total |    36.10 ms |               TabCoordinator::RestoreEditorView
[perf]  7475.34 ms total |    36.12 ms |             TabCoordinator::EnsureEditorTabLoaded
[perf]  7475.87 ms total |    36.65 ms |           TabCoordinator::Activate(index=16,path=/home/gef/Documents/projects/microide/tests/perf/fixtures/editor_essentials_50k_cpp/synthetic_kernel.cpp)
[perf]  7475.88 ms total |    36.68 ms |         WorkspaceShell::InitializeCurrentProject::ActivateCurrentTabAfterStateLoad
[perf]  7476.08 ms total |    39.01 ms |       WorkspaceShell::InitializeCurrentProject
[perf]  7476.08 ms total |    39.01 ms |     ProjectCatalogService::ActivateProjectState::InitializeCurrentProject
[perf]  7476.08 ms total |    39.01 ms |   ProjectCatalogService::ActivateProjectState(root=/home/gef/Documents/projects/microide/tests/perf/fixtures/switch_project_b)
[perf]  7476.08 ms total |    39.01 ms | ProjectCatalogCoordinator::Activate
[perf] scenario=editor_smart_indent_typing iteration=1/1
[perf]  7500.21 ms total |    24.05 ms |   TextViewport::OpenFile(path=/home/gef/Documents/projects/microide/tests/perf/fixtures/editor_essentials_50k_cpp/synthetic_kernel.cpp)
[perf]  7509.74 ms total |    33.61 ms | TabCoordinator::OpenFileInNewTab(path=/home/gef/Documents/projects/microide/tests/perf/fixtures/editor_essentials_50k_cpp/synthetic_kernel.cpp)
[perf]  8430.61 ms total |   919.82 ms | WorkspaceRootView::Render
[perf]  8457.96 ms total |    11.70 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  8457.99 ms total |    11.73 ms | TextViewport::Undo
[perf]  8481.55 ms total |    11.80 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  8481.56 ms total |    11.82 ms | TextViewport::Undo
[perf]  8505.08 ms total |    11.78 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  8505.09 ms total |    11.79 ms | TextViewport::Undo
[perf]  8528.69 ms total |    11.79 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  8528.70 ms total |    11.80 ms | TextViewport::Undo
[perf]  8552.37 ms total |    11.79 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  8552.38 ms total |    11.81 ms | TextViewport::Undo
[perf]  8576.07 ms total |    11.90 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  8576.09 ms total |    11.91 ms | TextViewport::Undo
[perf]  8599.75 ms total |    11.76 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  8599.76 ms total |    11.77 ms | TextViewport::Undo
[perf]  8623.50 ms total |    11.80 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  8623.51 ms total |    11.81 ms | TextViewport::Undo
[perf]  8647.35 ms total |    11.83 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  8647.36 ms total |    11.84 ms | TextViewport::Undo
[perf]  8671.09 ms total |    11.80 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  8671.10 ms total |    11.82 ms | TextViewport::Undo
[perf]  8694.72 ms total |    11.79 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  8694.73 ms total |    11.80 ms | TextViewport::Undo
[perf]  8718.31 ms total |    11.80 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  8718.33 ms total |    11.81 ms | TextViewport::Undo
[perf]  8741.99 ms total |    11.88 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  8742.00 ms total |    11.90 ms | TextViewport::Undo
[perf]  8765.61 ms total |    11.78 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  8765.62 ms total |    11.79 ms | TextViewport::Undo
[perf]  8789.25 ms total |    11.80 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  8789.26 ms total |    11.81 ms | TextViewport::Undo
[perf]  8812.86 ms total |    11.81 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  8812.88 ms total |    11.82 ms | TextViewport::Undo
[perf]  8836.52 ms total |    11.87 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  8836.54 ms total |    11.88 ms | TextViewport::Undo
[perf]  8860.27 ms total |    11.81 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  8860.28 ms total |    11.83 ms | TextViewport::Undo
[perf]  8885.00 ms total |    12.90 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  8885.02 ms total |    12.92 ms | TextViewport::Undo
[perf]  8908.63 ms total |    11.83 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  8908.65 ms total |    11.85 ms | TextViewport::Undo
[perf]  8932.23 ms total |    11.79 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  8932.24 ms total |    11.80 ms | TextViewport::Undo
[perf]  8955.93 ms total |    11.79 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  8955.94 ms total |    11.80 ms | TextViewport::Undo
[perf]  8979.57 ms total |    11.82 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  8979.58 ms total |    11.83 ms | TextViewport::Undo
[perf]  9003.01 ms total |    11.67 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9003.03 ms total |    11.69 ms | TextViewport::Undo
[perf]  9026.61 ms total |    11.79 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9026.62 ms total |    11.80 ms | TextViewport::Undo
[perf]  9050.16 ms total |    11.70 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9050.18 ms total |    11.71 ms | TextViewport::Undo
[perf]  9073.75 ms total |    11.78 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9073.76 ms total |    11.80 ms | TextViewport::Undo
[perf]  9097.36 ms total |    11.81 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9097.37 ms total |    11.82 ms | TextViewport::Undo
[perf]  9120.96 ms total |    11.78 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9120.97 ms total |    11.80 ms | TextViewport::Undo
[perf]  9144.67 ms total |    11.92 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9144.69 ms total |    11.93 ms | TextViewport::Undo
[perf]  9168.33 ms total |    11.83 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9168.35 ms total |    11.84 ms | TextViewport::Undo
[perf]  9192.05 ms total |    11.84 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9192.06 ms total |    11.86 ms | TextViewport::Undo
[perf]  9215.74 ms total |    11.84 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9215.76 ms total |    11.85 ms | TextViewport::Undo
[perf]  9239.46 ms total |    11.88 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9239.47 ms total |    11.90 ms | TextViewport::Undo
[perf]  9263.20 ms total |    11.86 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9263.21 ms total |    11.87 ms | TextViewport::Undo
[perf]  9287.05 ms total |    11.86 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9287.07 ms total |    11.88 ms | TextViewport::Undo
[perf]  9310.63 ms total |    11.67 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9310.64 ms total |    11.68 ms | TextViewport::Undo
[perf]  9334.29 ms total |    11.79 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9334.31 ms total |    11.81 ms | TextViewport::Undo
[perf]  9357.95 ms total |    11.78 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9357.97 ms total |    11.80 ms | TextViewport::Undo
[perf]  9381.89 ms total |    12.02 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9381.91 ms total |    12.04 ms | TextViewport::Undo
[perf]  9405.46 ms total |    11.83 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9405.47 ms total |    11.85 ms | TextViewport::Undo
[perf]  9429.17 ms total |    11.84 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9429.19 ms total |    11.85 ms | TextViewport::Undo
[perf]  9452.98 ms total |    11.87 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9453.01 ms total |    11.89 ms | TextViewport::Undo
[perf]  9476.70 ms total |    11.84 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9476.72 ms total |    11.86 ms | TextViewport::Undo
[perf]  9500.45 ms total |    11.84 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9500.47 ms total |    11.85 ms | TextViewport::Undo
[perf]  9524.24 ms total |    11.85 ms |   TextViewport::Undo::ApplyHistoryEntry
[perf]  9524.26 ms total |    11.87 ms | TextViewport::Undo
[perf]  9548.11 ms total |    11.92 ms |   TextViewport::Undo::ApplyHistoryEntry
